SATIS_NO;LEAD_ID;MUSTERI_ID;BAYI_KODU;ARAC_KODU;DANISMAN_ID;SATIS_TARIHI;TESLIMAT_TARIHI;NET_FIYAT;ODEME_TIPI;TAKAS_DEGERI;SASE_NO
S002091;L0011292;C005639;D002;V018;A0023;13.12.2024;16.12.2024;4518000;financing;;WBAA07M5AKFYH6EWR
S000739;L0003932;C004905;D012;V028;A0123;10.12.2024;19.01.2025;3817000;cash;1930000;WBAZC4DAD6SW1H8XM
S000806;L0004234;C002856;D003;V018;A0032;15.05.2025;22.06.2025;4691000;cash;;WBADHNGML25H17HMD
S002428;L0013145;C001798;D008;V012;A0084;03.12.2025;18.12.2025;6941000;financing;;WBAM0VCLFMRWEHT9K
S002724;L0014889;C002170;D001;V018;A0014;01.11.2025;21.11.2025;4535000;cash;;WBAN5KP1KY8U31P7Y
S002029;L0010927;C003992;D002;V024;A0021;17.06.2026;24.07.2026;2533000;cash;1240000;WBACUWCNSGU1MC3J1
S002216;L0011998;C005650;D005;V025;A0054;23.07.2026;01.08.2026;2977000;financing;;WBA67MSLFM1U7AC3H
S001775;L0009495;C001695;D001;V029;A0014;26.08.2026;28.09.2026;3061000;cash;;WBAXZLVA1GJW06PLC
S000363;L0002034;C000208;D003;V004;A0031;24.01.2026;27.02.2026;4799000;financing;;WBAT9XHPHFKJ228L4
S000750;L0003971;C000432;D005;V003;A0054;29.01.2026;09.03.2026;4533000;financing;;WBA2T94RUZNWP9TU4
S000919;L0004812;C001939;D007;V011;A0073;09.01.2026;19.02.2026;5945000;bank_transfer;;WBAH7YL9PDM1WZSG5
S001647;L0008958;C003772;D008;V029;A0081;16.01.2025;13.02.2025;3262000;cash;;WBALS8L13J8HJW270
S001027;L0005438;C000920;D008;V027;A0081;03.01.2025;01.02.2025;3534000;financing;970000;WBA71BVGEUSZ77LJX
S001031;L0005463;C005003;D001;V008;A0011;07.07.2025;19.07.2025;3928000;financing;;WBACV58Y0VDF6FZYX
S000883;L0004595;C003987;D007;V018;A0073;17.11.2025;30.12.2025;4404000;cash;1730000;WBAW82WUNPT2C3FYM
S001336;L0007184;C000729;D001;V015;A0014;08.11.2025;19.12.2025;16427000;cash;;WBAHGY9V0B6UDV0KE
S002285;L0012371;C002389;D001;V027;A0011;03.12.2025;20.12.2025;3472000;cash;1530000;WBAHXM9THU9JR9UZN
S002051;L0011059;C001265;D005;V029;A0051;06.11.2024;27.11.2024;3113000;financing;;WBAURKJAMD7RGUTMX
S000666;L0003581;C005958;D005;V026;A0051;22.08.2025;19.09.2025;2712000;financing;;WBADNDVRND39W4ANH
S000365;L0002048;C005415;D006;V024;A0064;01.09.2025;07.10.2025;2519000;cash;;WBATNKUKP3RYZX7CS
S002438;L0013186;C002097;D002;V020;A0022;26.05.2025;20.06.2025;6598000;bank_transfer;2130000;WBAC8DT5CD1DLWKXF
S001240;L0006604;C003885;D003;V025;A0033;10.11.2025;05.12.2025;2866000;cash;1050000;WBAKCEUSP63F7J0E8
S000078;L0000441;C002703;D004;V019;A0044;07.10.2024;03.11.2024;4177000;financing;;WBAN968K7ULB370NR
S002701;L0014726;C002861;D008;V012;A0084;15.12.2025;01.01.2026;6446000;financing;1150000;WBATURASBVGUFN8DC
S000028;L0000139;C004840;D002;V031;A0024;01.05.2026;16.05.2026;10360000;bank_transfer;;WBA0CD3FES20F7JA5
S000474;L0002587;C000875;D005;V005;A0052;21.10.2024;04.12.2024;6640000;financing;;WBA30Y295N4R142T2
S000526;L0002827;C001268;D001;V019;A0012;10.01.2026;01.02.2026;4466000;cash;;WBAZ25K955Z9KFMFW
S000726;L0003877;C000842;D009;V027;A0094;28.10.2024;02.11.2024;3490000;cash;;WBADAJB7TSKAG4WJ8
S000056;L0000333;C003559;D001;V006;A0014;03.01.2026;15.01.2026;7158000;bank_transfer;;WBA1TFNJAL5W8T0D6
S000639;L0003432;C003577;D001;V001;A0014;11.08.2026;08.09.2026;3332000;cash;;WBALYK68FC195WKWV
S000303;L0001717;C001095;D004;V011;A0041;01.06.2026;04.06.2026;6006000;financing;;WBAFX2EMG7BE8YPGA
S002408;L0013055;C002043;D002;V018;A0022;08.12.2025;13.01.2026;4700000;financing;1550000;WBAMMTSG8Y9B58X10
S001277;L0006807;C002707;D011;V024;A0112;16.09.2025;06.10.2025;2514000;cash;;WBA8T9MUCPTLE0NDW
S002432;L0013172;C000826;D002;V025;A0023;02.01.2025;20.01.2025;2888000;cash;;WBAL3HU87URW32W4J
S000625;L0003332;C000999;D001;V002;A0013;25.06.2026;03.08.2026;3734000;cash;;WBAMBL4NURV328ZY2
S002056;L0011090;C001155;D006;V010;A0064;27.04.2026;02.06.2026;4165000;financing;;WBA0EP75H61N1GRZ3
S001281;L0006874;C005497;D005;V001;A0054;14.10.2024;03.11.2024;3236000;cash;;WBAGDMX7CF0NL4YTT
S001050;L0005519;C004945;D011;V002;A0112;25.07.2025;05.08.2025;3682000;financing;;WBA283LR68FCWULHN
S000337;L0001913;C000821;D003;V031;A0034;19.03.2025;15.04.2025;10389000;financing;;WBA2DH0F2NAU0A573
S000048;L0000303;C003806;D009;V028;A0094;16.05.2026;25.05.2026;4000000;financing;;WBATUNEX7T0F4LWT1
S000107;L0000615;C005618;D004;V018;A0043;03.09.2025;13.09.2025;4492000;financing;1390000;WBA6FKK72K16Z0WRV
S001080;L0005632;C000604;D005;V026;A0053;20.08.2026;24.08.2026;2742000;financing;;WBAZE3W7WBRATGX4C
S001145;L0006005;C003325;D002;V012;A0021;25.03.2025;19.04.2025;6824000;bank_transfer;;WBAEZJDCPG6XZ0MP4
S001837;L0009827;C002648;D003;V003;A0032;22.08.2026;01.09.2026;4463000;financing;2170000;WBAT2JV9SFMMKTAN0
S001754;L0009414;C005517;D004;V001;A0044;21.03.2026;06.04.2026;3273000;financing;1400000;WBA0RW34RR9K5XPJN
S001102;L0005758;C000931;D001;V034;A0011;27.04.2026;15.05.2026;5669000;financing;;WBAPWUU6VZ54Z5AR4
S001969;L0010637;C002066;D007;V011;A0072;12.05.2025;16.06.2025;5822000;cash;;WBAZLRJ6NFJXPJY2W
S000524;L0002817;C000440;D011;V034;A0112;15.11.2025;23.12.2025;5735000;financing;;WBAHVZ72J0EKLEJWF
S001429;L0007738;C003528;D004;V002;A0043;30.12.2025;02.01.2026;3630000;cash;1230000;WBADM8SSY86TE1DRX
S002407;L0013050;C001414;D001;V017;A0011;01.09.2025;06.09.2025;3941000;cash;;WBA01A3RC017CZXF0
S000604;L0003162;C005956;D001;V008;A0012;29.10.2024;11.12.2024;3965000;cash;;WBAB7VDBWJHBSH1ZM
S001490;L0008083;C003549;D006;V016;A0064;07.01.2026;02.02.2026;4972000;cash;;WBAECB8YVLUXZS6TL
S002163;L0011756;C004344;D002;V026;A0023;07.08.2026;25.08.2026;2823000;financing;;WBAGZV2MVNAMF18MA
S000061;L0000353;C005706;D008;V034;A0082;02.07.2026;12.07.2026;5772000;cash;2090000;WBA8J4E3SABBD2EG3
S002539;L0013750;C004181;D004;V001;A0042;15.12.2025;22.01.2026;3352000;cash;;WBAN6L7RX9ETW1D5K
S000672;L0003614;C003470;D003;V018;A0034;28.04.2025;05.06.2025;4436000;financing;1880000;WBAU8VEH0ZX3K3ZKL
S000093;L0000515;C005074;D004;V025;A0044;13.02.2025;20.02.2025;2981000;financing;;WBABT0WMHEFWMAM3J
S000667;L0003587;C002855;D006;V020;A0062;21.10.2025;26.11.2025;6600000;financing;;WBAGJ5U3RY3CNJ5X9
S001888;L0010149;C002912;D011;V028;A0114;08.09.2025;18.09.2025;3894000;bank_transfer;;WBA2UMHVM752Z388T
S000281;L0001564;C001823;D001;V033;A0014;16.07.2025;28.08.2025;5141000;financing;;WBAAV8E0KYR81H552
S001720;L0009274;C003412;D011;V008;A0112;16.10.2024;08.11.2024;4100000;bank_transfer;;WBA99W9082A7FMNUW
S000360;L0002024;C002060;D001;V024;A0012;23.04.2026;05.05.2026;2576000;financing;;WBAVEBSPNWY8TJBCC
S000900;L0004723;C005501;D007;V024;A0073;18.10.2025;29.10.2025;2475000;financing;870000;WBA6CEEW0AZB202NJ
S001936;L0010406;C002455;D001;V017;A0014;08.07.2026;26.07.2026;3975000;bank_transfer;620000;WBAH19CN2H4VU62D9
S001995;L0010766;C000931;D003;V024;A0031;24.06.2026;08.07.2026;2479000;financing;1160000;WBAVH22V6JCR1AG9D
S000761;L0004025;C003276;D001;V018;A0012;03.02.2026;09.02.2026;4335000;bank_transfer;;WBAW6GJKVMEXV3YT4
S002421;L0013102;C004795;D001;V032;A0012;02.05.2025;10.05.2025;6128000;cash;;WBALM2XRD11J0BNMD
S000043;L0000267;C000418;D001;V009;A0013;08.04.2026;07.05.2026;4773000;financing;1050000;WBA0RJ3PWV8PX35Y4
S000205;L0001144;C002328;D012;V027;A0124;11.05.2026;29.05.2026;3457000;financing;730000;WBALHBH63WU12XYRY
S001474;L0007983;C004657;D006;V016;A0061;13.10.2025;20.11.2025;4973000;bank_transfer;;WBA30KUFPC4AMRJ0A
S000069;L0000385;C001190;D007;V026;A0071;22.07.2026;05.08.2026;2722000;financing;;WBAZ5LW93BEEWF429
S001876;L0010078;C000193;D006;V033;A0063;23.07.2026;26.07.2026;5184000;financing;;WBAYT26E3T9VVMVGP
S002191;L0011869;C004450;D003;V018;A0033;25.12.2025;23.01.2026;4376000;financing;;WBAGN5USFDTBWG2TU
S000138;L0000787;C001651;D008;V033;A0083;23.04.2026;25.05.2026;5023000;bank_transfer;;WBATLGRBS79PKRBBX
S000797;L0004198;C005858;D003;V019;A0033;13.08.2025;07.09.2025;4262000;bank_transfer;1470000;WBA0UZ1SBDKAYJ0JL
S000759;L0004018;C001249;D003;V008;A0032;01.07.2025;21.07.2025;3990000;cash;;WBAZPA1Z4MTTTHT9D
S000542;L0002901;C003574;D003;V001;A0034;07.04.2025;02.05.2025;3232000;bank_transfer;;WBARXLPK7FBWRL6TP
S001020;L0005409;C005239;D001;V026;A0014;25.06.2026;30.07.2026;2829000;bank_transfer;;WBAXPH93FXEJ0MTNY
S002109;L0011408;C005626;D001;V019;A0012;22.06.2026;01.07.2026;4360000;bank_transfer;1610000;WBAJTH0KLEKRGX22G
S000166;L0000937;C002646;D014;V027;A0144;08.03.2025;28.03.2025;3589000;financing;1550000;WBAE5KBL5WGFNEA81
S000249;L0001391;C000980;D010;V001;A0102;10.10.2025;28.10.2025;3258000;cash;;WBA4SV281XC85AZVE
S001332;L0007176;C004208;D004;V024;A0041;10.08.2026;27.08.2026;2581000;financing;;WBA707JEHJ90WV13J
S002018;L0010862;C003908;D006;V029;A0061;25.11.2025;26.12.2025;3161000;cash;;WBANGM5MMU552LVKX
S000447;L0002453;C003425;D004;V019;A0044;26.05.2025;06.07.2025;4313000;financing;;WBA1X721TXUBMBLER
S001359;L0007328;C005642;D008;V026;A0084;23.10.2025;30.10.2025;2720000;cash;;WBAW042MGKTP4H4FE
S001330;L0007171;C004008;D007;V001;A0074;18.05.2026;09.06.2026;3141000;financing;;WBA39SLYYJT8LTU3J
S002684;L0014583;C001160;D002;V034;A0024;27.03.2025;01.04.2025;5632000;cash;;WBAKJVJ45SMY5BRHX
S000435;L0002398;C000236;D007;V017;A0073;03.06.2026;17.06.2026;4032000;cash;;WBAMXBXACJ28MUABB
S000578;L0003032;C004751;D003;V026;A0032;16.12.2025;07.01.2026;2736000;cash;;WBA1ZYS7AN7R73H83
S002203;L0011925;C005740;D004;V017;A0041;11.02.2025;14.02.2025;3669000;financing;;WBA392XY6AA8S98UD
S002531;L0013692;C001578;D002;V026;A0024;25.06.2026;23.07.2026;2738000;bank_transfer;;WBAHGARBTW2ABVDHT
S001849;L0009897;C000390;D014;V017;A0144;02.12.2025;22.12.2025;3846000;financing;;WBA3FGA1ZN0SPT33X
S000763;L0004033;C001054;D002;V008;A0021;08.04.2026;19.05.2026;4043000;financing;;WBA6HB3TUW4CHFUM5
S000389;L0002170;C003379;D013;V008;A0134;13.10.2025;22.10.2025;4035000;financing;650000;WBABH5E0L2R9TWUF1
S000236;L0001281;C001220;D002;V019;A0023;26.04.2025;03.06.2025;4199000;cash;;WBAWS1GV4EHSG12RZ
S002405;L0013042;C003425;D003;V024;A0033;12.08.2026;03.09.2026;2558000;cash;;WBA50ZEEU92D06XEH
S001985;L0010722;C005122;D006;V029;A0061;19.09.2025;21.10.2025;3273000;cash;;WBAZ4UN5HV3L4ZZ1Z
S000268;L0001488;C000789;D006;V025;A0063;18.07.2025;20.08.2025;2899000;financing;710000;WBALAFJSD07Z96CRS
S000771;L0004056;C001157;D003;V007;A0032;26.03.2026;19.04.2026;13395000;cash;;WBAGMJTB7F7MHGWNH
S000438;L0002411;C000077;D001;V003;A0011;22.08.2025;29.09.2025;4397000;financing;;WBA7RBJ5MV5SP4VLR
S000674;L0003617;C001354;D004;V005;A0041;21.09.2024;31.10.2024;6517000;financing;;WBA4APSYZBXZVHX0J
S000250;L0001396;C005012;D011;V026;A0112;26.11.2025;13.12.2025;2720000;financing;;WBA0PKSCX9HAGJDXX
S001575;L0008543;C005705;D005;V028;A0053;22.08.2026;28.09.2026;3717000;financing;1250000;WBA5ZXUK8DCBX73L8
S002082;L0011243;C002303;D002;V024;A0021;15.05.2026;02.06.2026;2550000;cash;;WBAWXCM8Y6Y1WZ68E
S002417;L0013086;C005904;D004;V024;A0041;10.12.2024;17.01.2025;2499000;cash;;WBAA40E5U24MN7E4Y
S002424;L0013110;C003845;D003;V009;A0031;27.11.2024;12.12.2024;4726000;financing;;WBAM0RDNLK8CB6YAF
S002529;L0013681;C005894;D009;V014;A0091;07.06.2025;25.06.2025;11668000;financing;;WBA8DSZUYTB8KEAKZ
S000449;L0002462;C000091;D003;V001;A0033;03.01.2026;14.01.2026;3286000;cash;;WBAZBW33ZX2W49UCZ
S001470;L0007961;C004972;D002;V010;A0023;30.01.2026;18.02.2026;4380000;financing;1460000;WBAL38ES4ZS2D307U
S000717;L0003835;C004942;D005;V029;A0052;19.01.2026;25.01.2026;3277000;financing;690000;WBA9KMLZGBNF4K68S
S002209;L0011954;C005915;D006;V029;A0063;07.12.2024;03.01.2025;3067000;financing;;WBAH98GS7LXP3FBBN
S002414;L0013079;C003049;D008;V029;A0083;17.07.2026;21.07.2026;3209000;cash;1600000;WBAHL7SACXGHEDR1W
S002049;L0011052;C001984;D009;V027;A0092;30.08.2025;09.09.2025;3522000;cash;;WBA7YRT367B13E87L
S001902;L0010234;C004979;D003;V010;A0033;09.07.2026;27.07.2026;4406000;cash;;WBALZG25LTAP3TPYB
S001169;L0006123;C005233;D003;V015;A0031;06.06.2025;03.07.2025;16364000;bank_transfer;;WBAKKR79ZHP1DMKBU
S000083;L0000465;C004990;D009;V018;A0092;29.12.2025;09.01.2026;4288000;financing;;WBAF1FBVXUX4HYFJK
S002234;L0012076;C005504;D004;V028;A0043;13.06.2025;01.07.2025;3854000;cash;;WBAVEPU2RSN4PP2SB
S001461;L0007927;C001035;D001;V020;A0013;13.05.2025;20.06.2025;6435000;financing;;WBA9P35YHEUR7TP8V
S001894;L0010178;C001877;D014;V027;A0144;30.05.2026;07.07.2026;3626000;financing;;WBA8VD6VS6RS4BL9S
S001669;L0009080;C000796;D002;V023;A0021;14.04.2026;23.05.2026;15358000;cash;;WBAE7Y53Y934YVEK1
S002001;L0010789;C000467;D001;V016;A0014;21.10.2025;02.12.2025;5155000;financing;;WBA4EWWFSMVEM4CHX
S000476;L0002596;C001695;D003;V032;A0034;12.05.2025;10.06.2025;5830000;cash;;WBA2J3T24F50TTP52
S000518;L0002771;C002280;D004;V025;A0042;06.06.2026;30.06.2026;2857000;bank_transfer;;WBA1JJ4WFG7UP149T
S000405;L0002248;C001386;D001;V002;A0014;17.01.2026;21.01.2026;3632000;cash;1880000;WBA0MKW0BCGWWXWDK
S000385;L0002153;C006081;D014;V026;A0143;09.02.2026;15.02.2026;2866000;financing;1200000;WBAJEVUGUGYM53ZWK
S002243;L0012125;C002236;D010;V032;A0102;13.06.2025;22.07.2025;5955000;financing;;WBA2CRKFK915TRMRS
S001634;L0008878;C005944;D012;V027;A0123;20.10.2025;15.11.2025;3366000;financing;1480000;WBANN0X49WND6ADCM
S002640;L0014340;C001563;D005;V020;A0052;11.11.2025;27.11.2025;6098000;cash;;WBAXXUAEPPBH5PU36
S000689;L0003731;C005437;D008;V010;A0081;06.08.2025;06.09.2025;4310000;financing;;WBA77M8NN6XUU4E9W
S001241;L0006619;C003036;D001;V028;A0013;08.07.2025;15.07.2025;4000000;financing;1880000;WBAVC1PBU6AU9GMVN
S000063;L0000365;C002908;D004;V031;A0043;13.03.2025;19.04.2025;10280000;cash;;WBATVJ42RGZUWKVDX
S000853;L0004474;C003993;D010;V018;A0102;07.11.2025;17.11.2025;4492000;bank_transfer;;WBAFEXWYNSLEXVHDS
S002541;L0013757;C005880;D003;V026;A0031;23.12.2025;06.01.2026;2849000;cash;;WBA7AJM4RTT1MAM6X
S001263;L0006707;C000591;D001;V012;A0013;26.05.2026;18.06.2026;6796000;financing;;WBARGZZ03B5C4ATKW
S000224;L0001235;C003328;D014;V028;A0141;13.12.2024;05.01.2025;3857000;cash;;WBAWBAL0J3G4H2UYD
S000374;L0002088;C002869;D007;V024;A0073;01.04.2026;26.04.2026;2546000;financing;;WBAA16B650W01UEGZ
S001825;L0009730;C002410;D004;V016;A0042;22.08.2025;02.09.2025;5104000;bank_transfer;;WBA4CBARYMPT7TM81
S002341;L0012657;C000794;D003;V001;A0034;19.06.2025;15.07.2025;3360000;cash;;WBAYWKTKVJRK7AE7C
S002648;L0014397;C004534;D003;V032;A0034;02.01.2026;03.02.2026;5844000;bank_transfer;;WBAJCX9Z42XPX2TH0
S002398;L0013012;C002976;D007;V024;A0074;07.05.2026;16.05.2026;2453000;financing;;WBAM2TGRFDY3W68PL
S002476;L0013403;C005036;D014;V017;A0141;10.06.2026;14.06.2026;3930000;financing;1810000;WBA0ZHM6ZHGSM97N6
S000010;L0000037;C003144;D004;V013;A0041;11.06.2025;18.07.2025;10388000;financing;;WBAP2GPS5E7L7X15Z
S001945;L0010456;C003232;D009;V027;A0094;27.01.2026;24.02.2026;3507000;financing;;WBAFZYKMKU652PGGK
S001839;L0009836;C001588;D007;V011;A0073;09.07.2025;31.07.2025;6086000;financing;;WBAHG126SA5GBZRFR
S000709;L0003804;C002569;D013;V024;A0131;05.02.2026;21.02.2026;2591000;financing;;WBAM0VS8A1CC32W00
S000256;L0001415;C002989;D011;V026;A0111;25.11.2025;20.12.2025;2868000;cash;;WBA9LGDRV5V5DPPE4
S001618;L0008803;C003268;D007;V002;A0074;15.08.2026;24.09.2026;3732000;cash;1930000;WBACX6TF68EL7FAF7
S000390;L0002171;C002925;D007;V013;A0071;26.09.2025;20.10.2025;10181000;cash;4480000;WBA3YWZ3P4LK1N6SV
S001582;L0008628;C004557;D002;V026;A0022;05.08.2026;07.09.2026;2663000;cash;;WBAURL8A2BRXV9KEY
S000925;L0004830;C003737;D007;V002;A0072;20.09.2025;03.11.2025;3683000;cash;880000;WBA02YX0J1RZHZZ08
S002037;L0010970;C005576;D001;V025;A0012;18.07.2025;12.08.2025;2982000;cash;;WBABNHDZWEXDZ37V3
S002214;L0011984;C002479;D007;V028;A0072;14.08.2026;01.09.2026;3900000;bank_transfer;640000;WBASJR7H37WX4PD76
S001225;L0006526;C000291;D002;V008;A0022;30.03.2026;04.04.2026;3992000;financing;;WBA263BB6EMZPG0JG
S001947;L0010461;C003231;D002;V004;A0021;24.11.2025;15.12.2025;4725000;financing;2160000;WBAE2PTDPE17T0C8G
S000740;L0003933;C004721;D003;V019;A0034;10.10.2024;19.11.2024;4398000;cash;680000;WBAFLJFZKK7DCV889
S000041;L0000241;C003153;D009;V025;A0093;10.08.2026;13.08.2026;2901000;bank_transfer;;WBAPZ0UYZLKA61E04
S000869;L0004542;C003688;D002;V009;A0023;14.06.2025;21.07.2025;4806000;financing;1940000;WBA2DK9PDLFTVL7DP
S000540;L0002892;C001282;D003;V004;A0034;09.06.2025;30.06.2025;4738000;cash;;WBA4W4B0BTR5MBL9L
S002317;L0012518;C005992;D003;V026;A0031;03.03.2025;06.03.2025;2763000;cash;560000;WBA1PB503SN7P793R
S001372;L0007417;C005848;D009;V034;A0092;08.01.2025;14.02.2025;5680000;bank_transfer;;WBALYX0WCLNLB35JV
S001146;L0006006;C002875;D007;V006;A0074;24.09.2024;06.11.2024;7139000;cash;;WBAN1NGCAVYW6UZXR
S001032;L0005467;C002385;D003;V008;A0032;15.08.2026;04.09.2026;4024000;cash;;WBA53SBEEDUWE21GA
S000373;L0002076;C002565;D007;V022;A0073;12.04.2025;22.05.2025;9278000;financing;;WBAYF2S3A7YPNN0XS
S000668;L0003598;C002984;D008;V019;A0082;02.06.2026;14.06.2026;4413000;financing;1260000;WBASL2D793HDCP0H5
S000358;L0002019;C002072;D005;V034;A0053;16.01.2025;19.02.2025;5738000;financing;;WBAM5CLDN8CU5SV76
S000968;L0005105;C002277;D001;V026;A0012;07.05.2026;17.05.2026;2769000;cash;;WBADF2NENXH09AD5Z
S001354;L0007293;C001068;D003;V033;A0031;07.11.2025;27.11.2025;5268000;financing;;WBAKJVN97UMUY1J8X
S001036;L0005482;C001119;D009;V017;A0094;10.09.2025;19.10.2025;3983000;financing;1460000;WBAC934LVT052DFJZ
S000471;L0002581;C001761;D008;V035;A0082;15.10.2025;21.11.2025;7484000;cash;3080000;WBAVT6NA05LLU9LUX
S001397;L0007564;C002110;D007;V027;A0072;25.12.2025;03.02.2026;3490000;cash;;WBA4VUHB28ME3WXEU
S002420;L0013098;C000768;D001;V008;A0013;24.03.2025;02.05.2025;3721000;financing;;WBAYJ4B6AHHPHTSNJ
S001550;L0008374;C003513;D010;V032;A0101;31.07.2026;19.08.2026;5896000;financing;;WBATMPLR7KR5KLLEA
S001257;L0006679;C002972;D001;V033;A0013;17.05.2025;21.06.2025;4914000;bank_transfer;;WBAZYL6R54T97TPLG
S002095;L0011306;C003556;D005;V002;A0054;14.11.2025;19.11.2025;3703000;bank_transfer;;WBA1YZSAXU02N75YW
S001556;L0008409;C004583;D002;V035;A0021;16.01.2026;17.02.2026;7674000;cash;;WBAZKEF067A8Y8RMP
S002390;L0012957;C001599;D006;V002;A0064;22.06.2026;01.07.2026;3854000;financing;;WBAKBR4EBEGS9L9KV
S001251;L0006647;C004206;D002;V019;A0023;13.05.2025;31.05.2025;4373000;financing;;WBAHY1GHG2B4XFYDV
S001700;L0009205;C003024;D009;V008;A0093;28.04.2026;14.05.2026;3955000;financing;1500000;WBA0JB81U3M7NKJTR
S001253;L0006660;C005815;D005;V034;A0051;13.12.2024;07.02.2026;5754000;financing;;WBA7XBRE8YZX5RWD8
S002677;L0014535;C001082;D003;V007;A0032;07.03.2026;19.03.2026;13966000;cash;;WBAAKUY551GU5HPJ1
S000080;L0000447;C001975;D005;V020;A0054;28.05.2026;11.07.2026;6283000;cash;2390000;WBA0WNAH1CAN8X92A
S001173;L0006148;C005785;D001;V018;A0013;27.05.2026;05.07.2026;4422000;financing;1410000;WBAETB75RCB1V0PGC
S000815;L0004285;C001020;D013;V001;A0133;06.08.2026;15.08.2026;3373000;cash;;WBAKWPA1N9ND6TFKH
S001853;L0009934;C002929;D011;V018;A0111;14.10.2024;30.10.2024;4254000;financing;;WBAZNAW9GEJGDG2RU
S002426;L0013123;C006056;D001;V001;A0012;01.09.2025;09.10.2025;3288000;financing;;WBALTW11EBS201RFA
S002106;L0011393;C003372;D010;V018;A0104;07.05.2026;07.06.2026;4399000;bank_transfer;;WBAXUZLGFE6Y08T9D
S000134;L0000767;C003427;D008;V017;A0083;29.12.2025;11.01.2026;3889000;financing;1950000;WBA2NH4EVBZFU1JY9
S001141;L0005987;C003877;D003;V019;A0031;12.07.2025;21.07.2025;4373000;cash;;WBA2YMRKCDZVJMJ7P
S000934;L0004877;C002882;D010;V028;A0103;11.06.2025;14.07.2025;3954000;cash;;WBA8TNZWZT4V7KX9X
S000929;L0004840;C004906;D009;V027;A0091;14.01.2025;23.02.2025;3636000;bank_transfer;1130000;WBANM5C5Z2N78VC5G
S000824;L0004334;C003860;D007;V013;A0074;24.03.2025;14.04.2025;10538000;financing;4970000;WBA32DNPX9D3PLUG7
S001532;L0008283;C001338;D003;V027;A0034;09.09.2025;30.09.2025;3578000;financing;;WBAWLEXLGGPAYHX3W
S001215;L0006443;C002869;D007;V017;A0072;04.03.2026;23.03.2026;3810000;financing;;WBA2NU21RWZDR0NH8
S000505;L0002715;C004314;D011;V009;A0111;23.04.2026;13.05.2026;4900000;bank_transfer;;WBAJ9GFEXJ6JZHDS6
S002732;L0014966;C001556;D013;V035;A0133;13.08.2026;22.08.2026;7382000;financing;;WBAAPR4JTSWK43VU5
S001997;L0010776;C005376;D006;V019;A0064;19.10.2024;24.10.2024;4387000;financing;;WBAUXD4R96P6FZH38
S001959;L0010579;C005956;D001;V025;A0011;19.04.2025;21.05.2025;2832000;cash;;WBAV9BBECEC71UDCZ
S001385;L0007506;C003277;D003;V024;A0031;07.01.2026;29.01.2026;2475000;cash;;WBAK0JG4L4KKRB269
S000895;L0004705;C004142;D001;V028;A0014;24.02.2026;07.04.2026;3837000;financing;;WBAV1FSWXSL586VE6
S000829;L0004359;C000033;D005;V025;A0053;13.12.2025;18.12.2025;3050000;financing;;WBAH0W52R2PAA1JSW
S002693;L0014659;C004568;D002;V017;A0024;03.04.2026;07.05.2026;3748000;cash;;WBA3HFB1AC00BKK2D
S001684;L0009134;C002017;D009;V035;A0091;30.12.2025;10.02.2026;7345000;bank_transfer;;WBANX86T725CEYDYC
S002375;L0012890;C004024;D010;V020;A0101;20.10.2025;27.11.2025;6368000;cash;;WBA4A5ZPLSCB6A017
S002359;L0012776;C003555;D003;V008;A0032;19.05.2025;29.06.2025;4120000;cash;;WBA2T0E8W0WH4SYV0
S002319;L0012521;C003102;D001;V003;A0012;21.07.2025;19.08.2025;4307000;cash;2020000;WBACM9KFLLCX4GYCE
S000653;L0003504;C004224;D002;V029;A0022;30.05.2026;26.06.2026;3139000;bank_transfer;730000;WBA7HCX1G0FR86TGB
S000173;L0000956;C000028;D007;V001;A0074;15.07.2025;18.08.2025;3252000;bank_transfer;;WBAK3K4VZCCCRWB96
S000039;L0000230;C000248;D006;V002;A0064;14.01.2025;12.02.2025;3573000;financing;;WBAUXC0V1LFK4A222
S002670;L0014514;C004653;D002;V034;A0021;11.12.2025;10.01.2026;5565000;financing;1430000;WBAB201XA5MVLE8WK
S000714;L0003826;C005402;D014;V002;A0142;05.03.2026;29.03.2026;3870000;cash;;WBA9WUG9W1XVERHHA
S000091;L0000499;C001455;D002;V008;A0021;24.06.2026;07.07.2026;3904000;cash;;WBAY89H8ZXGC5Y4R0
S002725;L0014894;C002887;D004;V010;A0041;26.05.2025;27.06.2025;4446000;bank_transfer;1860000;WBA6JC7F8H2L2P872
S001206;L0006372;C001954;D010;V029;A0104;25.05.2026;15.06.2026;3131000;cash;;WBA1VKTYL9J9A3T1V
S002543;L0013762;C006098;D006;V001;A0064;31.07.2026;13.08.2026;3278000;cash;1400000;WBA088TYFDD78X4PH
S001828;L0009748;C002024;D011;V016;A0114;09.03.2026;23.03.2026;5113000;financing;;WBA0TBFDFXYY8Z48S
S001156;L0006054;C002908;D014;V008;A0142;15.12.2025;01.01.2026;3880000;bank_transfer;;WBA1CH2YE62N150PG
S001325;L0007133;C005579;D001;V020;A0011;31.03.2026;14.04.2026;6268000;financing;;WBA3SE7YVT359J6SU
S000217;L0001208;C002752;D004;V001;A0044;09.02.2026;16.02.2026;3384000;financing;1270000;WBAVS0FB8Y7JMTE3V
S000511;L0002736;C003039;D004;V002;A0041;18.08.2026;25.08.2026;3453000;financing;;WBARVGS9MLRNWVZ03
