TEKLIF_NO;LEAD_ID;ARAC_KODU;BAYI_KODU;TEKLIF_TARIHI;LISTE_FIYATI;ISKONTO_ORANI;NET_FIYAT;FINANSMAN;GECERLILIK_TARIHI;TEKLIF_DURUMU
O006330;L0013249;V007;D008;12.06.2026;14500000;0,07;14489000;H;26.06.2026;rejected
O006331;L0013251;V013;D004;20.04.2026;11200000;6,04;10523000;E;04.05.2026;rejected
O006332;L0013253;V006;D010;09.02.2026;7800000;4,39;7457000;H;23.02.2026;rejected
O006333;L0013254;V033;D005;20.06.2025;5400000;2,89;5243000;E;04.07.2025;rejected
O006334;L0013257;V010;D010;09.06.2025;4600000;5,44;4349000;H;23.06.2025;accepted
O006335;L0013258;V008;D007;26.06.2026;4200000;6,69;3919000;E;10.07.2026;rejected
O006336;L0013260;V022;D005;27.08.2026;9800000;1,62;9640000;H;10.09.2026;open
O006337;L0013261;V017;D007;19.02.2026;4100000;5,66;3868000;H;05.03.2026;rejected
O006338;L0013263;V012;D011;30.01.2026;7100000;4,33;6792000;H;13.02.2026;rejected
O006339;L0013265;V030;D006;15.07.2026;11900000;3,33;11503000;E;29.07.2026;rejected
O006340;L0013268;V022;D010;02.06.2026;9800000;2,13;9591000;H;16.06.2026;accepted
O006341;L0013269;V026;D006;10.01.2025;2900000;5,13;2751000;E;24.01.2025;rejected
O006342;L0013270;V022;D005;30.04.2026;9800000;0,37;9763000;H;14.05.2026;rejected
O006343;L0013272;V006;D014;27.11.2025;7800000;0,62;7751000;E;11.12.2025;rejected
O006344;L0013273;V018;D003;23.07.2025;4700000;5,98;4418000;E;06.08.2025;accepted
O006345;L0013274;V008;D003;11.11.2025;4200000;1,33;4144000;H;25.11.2025;rejected
O006346;L0013275;V005;D003;09.07.2026;6900000;1,08;6825000;E;23.07.2026;accepted
O006347;L0013277;V026;D006;18.08.2026;2900000;5,33;2745000;H;01.09.2026;expired
O006348;L0013279;V009;D008;10.08.2026;4900000;2,82;4761000;H;24.08.2026;rejected
O006349;L0013283;V001;D002;11.04.2026;3450000;5,06;3275000;H;25.04.2026;accepted
O006350;L0013288;V025;D006;09.02.2026;3050000;2,72;2966000;E;23.02.2026;rejected
O006351;L0013289;V026;D009;01.11.2025;2900000;7,62;2678000;H;15.11.2025;rejected
O006352;L0013291;V005;D001;23.04.2026;6900000;4,56;6585000;H;07.05.2026;rejected
O006353;L0013294;V026;D003;07.07.2025;2900000;0,0;2900000;H;21.07.2025;rejected
O006354;L0013297;V002;D004;29.08.2026;3900000;7,3;3615000;E;12.09.2026;open
O006355;L0013298;V025;D003;26.06.2026;3050000;5,12;2893000;E;10.07.2026;accepted
O006356;L0013299;V024;D003;21.02.2025;2650000;5,26;2510000;E;07.03.2025;accepted
O006357;L0013300;V010;D006;02.07.2026;4600000;5,96;4325000;E;16.07.2026;rejected
O006358;L0013301;V024;D002;02.05.2026;2650000;3,52;2556000;E;16.05.2026;rejected
O006359;L0013305;V035;D012;26.11.2025;7900000;1,18;7806000;E;10.12.2025;accepted
O006360;L0013306;V017;D002;07.12.2024;4100000;4,66;3909000;E;21.12.2024;accepted
O006361;L0013307;V011;D006;08.08.2025;6400000;6,07;6011000;H;22.08.2025;accepted
O006362;L0013308;V001;D003;01.06.2026;3450000;6,3;3232000;E;15.06.2026;accepted
O006363;L0013310;V016;D005;21.02.2026;5300000;2,74;5154000;H;07.03.2026;rejected
O006364;L0013315;V011;D009;08.06.2026;6400000;5,87;6024000;E;22.06.2026;rejected
O006365;L0013316;V018;D007;07.08.2025;4700000;2,76;4570000;H;21.08.2025;accepted
O006366;L0013317;V024;D007;10.08.2026;2650000;11,7;2339000;H;24.08.2026;rejected
O006367;L0013322;V016;D008;04.12.2025;5300000;4,67;5052000;E;18.12.2025;rejected
O006368;L0013324;V024;D004;12.05.2026;2650000;2,48;2584000;E;26.05.2026;accepted
O006369;L0013325;V024;D009;10.06.2026;2650000;5,21;2511000;E;24.06.2026;rejected
O006370;L0013327;V004;D001;11.11.2025;5100000;7,83;4700000;H;25.11.2025;rejected
O006371;L0013328;V002;D007;11.12.2025;3900000;4,7;3716000;E;25.12.2025;accepted
O006372;L0013329;V018;D009;30.06.2025;4700000;7,2;4361000;H;14.07.2025;accepted
O006373;L0013331;V029;D001;10.07.2026;3300000;3,68;3178000;E;24.07.2026;accepted
O006374;L0013332;V022;D001;01.12.2025;9800000;4,14;9394000;H;15.12.2025;rejected
O006375;L0013334;V020;D003;03.07.2026;6600000;4,86;6278000;H;17.07.2026;accepted
O006376;L0013336;V028;D010;11.12.2025;4000000;6,2;;E;25.12.2025;rejected
O006377;L0013337;V033;D004;20.12.2025;5400000;2,2;5281000;E;03.01.2026;rejected
O006378;L0013341;V027;D004;16.09.2025;3700000;3,9;3555000;E;30.09.2025;accepted
O006379;L0013345;V019;D008;13.09.2025;4500000;5,41;4256000;E;27.09.2025;accepted
O006380;L0013346;V011;D001;14.04.2026;6400000;3,72;6161000;E;28.04.2026;accepted
O006381;L0013355;V035;D003;09.09.2024;7900000;0,0;7900000;E;23.09.2024;rejected
O006382;L0013357;V019;D010;06.06.2026;4500000;3,8;4328000;H;20.06.2026;rejected
O006383;L0013361;V003;D007;23.06.2025;4650000;2,23;4546000;E;07.07.2025;rejected
O006384;L0013362;V010;D004;02.06.2026;4600000;6,76;4288000;H;16.06.2026;rejected
O006385;L0013364;V034;D009;24.07.2026;6100000;2,85;5926000;E;07.08.2026;accepted
O006386;L0013367;V009;D003;20.04.2026;4900000;7,01;4556000;H;04.05.2026;rejected
O006387;L0013368;V028;D001;09.06.2025;4000000;0,59;3976000;E;23.06.2025;rejected
O006388;L0013370;V033;D001;02.12.2024;5400000;7,71;4983000;H;16.12.2024;rejected
O006389;L0013377;V001;D004;26.03.2026;3450000;6,18;3236000;H;09.04.2026;accepted
O006390;L0013381;V029;D008;13.07.2026;3300000;7,65;3047000;E;27.07.2026;accepted
O006391;L0013384;V008;D010;15.06.2026;4200000;6,13;3942000;E;29.06.2026;accepted
O006392;L0013387;V008;D001;29.09.2025;4200000;4,91;3993000;E;13.10.2025;rejected
O006393;L0013389;V026;D003;22.05.2026;2900000;1,87;2845000;E;05.06.2026;accepted
O006394;L0013402;V008;D014;29.08.2025;4200000;5,8;3956000;H;12.09.2025;accepted
O006395;L0013403;V017;D014;06.06.2026;4100000;4,14;3930000;E;20.06.2026;accepted
O006396;L0013405;V002;D012;26.01.2026;3900000;1,11;3856000;H;09.02.2026;rejected
O006397;L0013407;V028;D008;28.07.2025;4000000;5,54;3778000;H;11.08.2025;accepted
O006398;L0013408;V010;D011;22.02.2025;4600000;9,58;4159000;E;08.03.2025;rejected
O006399;L0013410;V003;D003;23.08.2025;4650000;1,15;4596000;H;06.09.2025;rejected
O006400;L0013413;V025;D003;06.08.2026;3050000;7,92;2808000;E;20.08.2026;rejected
O006401;L0013415;V006;D006;20.12.2024;7800000;0,26;7779000;E;03.01.2025;rejected
O006402;L0013416;V017;D003;03.02.2025;4100000;7,51;3791000;H;17.02.2025;rejected
O006403;L0013417;V025;D013;09.03.2026;3050000;7,01;2836000;H;23.03.2026;accepted
O006404;L0013419;V029;D009;19.03.2026;3300000;5,22;3127000;H;02.04.2026;accepted
O006405;L0013423;V004;D005;04.07.2026;5100000;3,22;4935000;E;18.07.2026;accepted
O006406;L0013424;V033;D007;25.12.2025;5400000;3,23;5225000;E;08.01.2026;accepted
O006407;L0013425;V025;D001;14.04.2025;3050000;6,26;2858000;E;28.04.2025;accepted
O006408;L0013427;V028;D007;18.11.2024;4000000;6,59;3736000;H;02.12.2024;accepted
O006409;L0013428;V026;D009;07.07.2026;2900000;1,58;2854000;H;21.07.2026;accepted
O006410;L0013430;V019;D003;27.08.2026;4500000;4,46;4299000;E;10.09.2026;expired
O006411;L0013432;V002;D009;05.08.2026;3900000;5,81;3673000;E;19.08.2026;rejected
O006412;L0013433;V035;D001;15.12.2025;7900000;1,98;7743000;E;29.12.2025;rejected
O006413;L0013438;V016;D002;04.03.2025;5300000;5,33;5017000;H;18.03.2025;rejected
O006414;L0013441;V012;D006;07.11.2025;7100000;5,52;6708000;E;21.11.2025;rejected
O006415;L0013443;V018;D003;23.10.2025;4700000;0,8;4662000;H;06.11.2025;rejected
O006416;L0013447;V016;D001;25.02.2026;5300000;6,45;4958000;H;11.03.2026;rejected
O006417;L0013449;V010;D001;27.07.2026;4600000;2,73;4474000;H;10.08.2026;rejected
O006418;L0013450;V017;D006;08.01.2026;4100000;3,95;3938000;E;22.01.2026;accepted
O006419;L0013451;V020;D003;08.08.2025;6600000;0,0;6600000;H;22.08.2025;rejected
O006420;L0013452;V029;D001;25.04.2026;3300000;5,66;3113000;E;09.05.2026;accepted
O006421;L0013454;V033;D002;04.05.2026;5400000;8,32;4950000;H;18.05.2026;rejected
O006422;L0013456;V011;D004;24.01.2026;6400000;4,84;6090000;H;07.02.2026;accepted
O006423;L0013460;V012;D011;02.01.2026;7100000;8,27;6512000;H;16.01.2026;rejected
O006424;L0013461;V022;D006;19.12.2025;9800000;8,42;8974000;E;02.01.2026;accepted
O006425;L0013463;V019;D011;03.12.2025;4500000;2,0;4409000;H;17.12.2025;accepted
O006426;L0013465;V025;D010;02.08.2025;3050000;2,68;2968000;E;16.08.2025;rejected
O006427;L0013468;V031;D010;08.01.2025;10800000;5,89;10163000;H;22.01.2025;accepted
O006428;L0013471;V008;D014;15.12.2025;4200000;4,95;3991000;H;29.12.2025;rejected
O006429;L0013474;V034;D001;06.07.2026;6100000;5,37;5772000;H;20.07.2026;rejected
O006430;L0013475;V011;D001;04.08.2026;6400000;3,18;6196000;H;18.08.2026;accepted
O006431;L0013479;V022;D007;21.07.2025;9800000;4,87;9323000;H;04.08.2025;rejected
O006432;L0013481;V017;D006;09.12.2025;4100000;0,96;4060000;H;23.12.2025;accepted
O006433;L0013483;V033;D003;23.03.2026;5400000;6,47;5050000;H;06.04.2026;accepted
O006434;L0013485;V027;D009;15.06.2026;3700000;4,24;3543000;E;29.06.2026;rejected
O006435;L0013488;V029;D007;26.08.2026;3300000;0,86;3271000;E;09.09.2026;open
O006436;L0013490;V003;D006;17.02.2025;4650000;5,89;4376000;H;03.03.2025;accepted
O006437;L0013492;V029;D011;22.10.2025;3300000;7,1;3065000;H;05.11.2025;accepted
O006438;L0013493;V025;D013;25.07.2026;3050000;1,83;2994000;H;08.08.2026;rejected
O006439;L0013498;V024;D002;29.06.2026;2650000;9,43;2400000;E;13.07.2026;accepted
O006440;L0013506;V017;D005;20.05.2026;4100000;0,6;4075000;E;03.06.2026;accepted
O006441;L0013507;V017;D011;10.09.2024;4100000;1,77;4027000;E;24.09.2024;accepted
O006442;L0013509;V029;D006;14.03.2025;3300000;7,51;3052000;E;28.03.2025;accepted
O006443;L0013515;V035;D001;20.03.2026;7900000;10,31;7085000;E;03.04.2026;accepted
O006444;L0013517;V016;D002;11.04.2026;5300000;0,0;5300000;E;25.04.2026;rejected
O006445;L0013519;V029;D001;27.01.2026;3300000;6,59;3082000;E;10.02.2026;accepted
O006446;L0013523;V008;D004;12.03.2026;4200000;2,96;4075000;H;26.03.2026;accepted
O006447;L0013527;V028;D010;20.02.2026;4000000;0,15;3994000;E;06.03.2026;rejected
O006448;L0013528;V011;D012;12.08.2026;6400000;5,53;6046000;H;26.08.2026;accepted
O006449;L0013530;V008;D009;15.01.2026;4200000;1,08;4154000;E;29.01.2026;rejected
O006450;L0013531;V013;D004;27.08.2026;11200000;4,89;10652000;H;10.09.2026;expired
O006451;L0013532;V031;D003;23.01.2026;10800000;2,89;10488000;E;06.02.2026;rejected
O006452;L0013539;V012;D009;20.12.2025;7100000;7,0;6603000;H;03.01.2026;accepted
O006453;L0013540;V036;D005;18.08.2025;14200000;4,29;13590000;H;01.09.2025;rejected
O006454;L0013543;V001;D007;08.09.2025;3450000;6,36;3230000;E;22.09.2025;rejected
O006455;L0013548;V031;D002;25.06.2026;10800000;5,07;10251000;H;09.07.2026;rejected
O006456;L0013550;V017;D002;21.08.2026;4100000;5,19;3887000;E;04.09.2026;expired
O006457;L0013552;V032;D013;15.07.2026;6200000;3,44;5986000;E;29.07.2026;rejected
O006458;L0013553;V020;D007;16.03.2026;6600000;1,43;6505000;H;30.03.2026;rejected
O006459;L0013557;V020;D010;12.05.2025;6600000;5,41;6242000;H;26.05.2025;rejected
O006460;L0013558;V029;D001;07.02.2026;3300000;6,29;3092000;H;21.02.2026;rejected
O006461;L0013561;V032;D001;17.08.2026;6200000;5,39;5865000;H;31.08.2026;open
O006462;L0013566;V003;D003;29.07.2025;4650000;0,46;4628000;E;12.08.2025;rejected
O006463;L0013567;V020;D010;25.07.2025;6600000;0,81;6546000;H;08.08.2025;rejected
O006464;L0013568;V027;D005;20.06.2026;3700000;2,92;3591000;H;04.07.2026;accepted
O006465;L0013569;V008;D009;30.05.2026;4200000;7,13;3900000;H;13.06.2026;rejected
O006466;L0013571;V032;D001;12.02.2026;6200000;2,94;6017000;H;26.02.2026;rejected
O006467;L0013573;V027;D006;24.03.2025;3700000;4,15;3546000;H;07.04.2025;rejected
O006468;L0013575;V019;D007;27.12.2025;4500000;5,78;4239000;H;10.01.2026;rejected
O006469;L0013577;V024;D002;04.06.2026;2650000;3,74;2550000;E;18.06.2026;rejected
O006470;L0013579;V020;D008;11.09.2025;6600000;0,27;6582000;E;25.09.2025;rejected
O006471;L0013580;V034;D004;26.09.2024;6100000;6,53;5701000;H;10.10.2024;rejected
O006472;L0013582;V028;D001;20.12.2025;4000000;0,28;3988000;E;03.01.2026;accepted
O006473;L0013583;V004;D008;06.02.2026;5100000;1,33;5032000;H;20.02.2026;accepted
O006474;L0013584;V027;D008;07.07.2026;3700000;6,9;3444000;E;21.07.2026;rejected
O006475;L0013585;V011;D003;05.12.2024;6400000;7,24;5936000;H;19.12.2024;accepted
O006476;L0013586;V010;D009;21.10.2024;4600000;6,53;4299000;H;04.11.2024;accepted
O006477;L0013587;V005;D002;21.01.2026;6900000;1,86;6771000;H;04.02.2026;accepted
O006478;L0013588;V013;D004;19.03.2025;11200000;0,53;11140000;H;02.04.2025;rejected
O006479;L0013590;V024;D011;18.03.2026;2650000;4,0;2544000;H;01.04.2026;rejected
O006480;L0013592;V016;D002;17.11.2025;5300000;0,0;5300000;E;01.12.2025;rejected
O006481;L0013594;V014;D001;10.05.2025;12300000;6,04;11557000;H;24.05.2025;accepted
O006482;L0013595;V028;D001;15.02.2025;4000000;5,28;3788000;H;01.03.2025;accepted
O006483;L0013596;V011;D006;29.04.2026;6400000;5,37;6056000;H;13.05.2026;accepted
O006484;L0013597;V020;D001;14.10.2025;6600000;0,0;6600000;H;28.10.2025;accepted
O006485;L0013599;V008;D007;17.10.2025;4200000;4,41;4014000;H;31.10.2025;rejected
O006486;L0013600;V035;D002;16.11.2024;7900000;4,87;7515000;H;30.11.2024;rejected
O006487;L0013601;V025;D005;16.08.2025;3050000;1,93;2991000;H;30.08.2025;rejected
O006488;L0013603;V016;D002;17.10.2024;5300000;5,42;5012000;H;31.10.2024;rejected
O006489;L0013604;V028;D004;29.08.2025;4000000;4,73;3810000;H;12.09.2025;rejected
O006490;L0013606;V025;D007;24.10.2025;3050000;5,3;2888000;H;07.11.2025;accepted
O006491;L0013607;V028;D008;30.12.2025;4000000;6,26;3749000;E;13.01.2026;accepted
O006492;L0013611;V017;D011;10.04.2025;4100000;4,95;3897000;E;24.04.2025;rejected
O006493;L0013614;V003;D011;09.06.2025;4650000;10,74;4150000;E;23.06.2025;accepted
O006494;L0013615;V025;D004;05.09.2025;3050000;7,83;2811000;E;19.09.2025;accepted
O006495;L0013616;V002;D008;25.09.2025;3900000;5,38;3690000;H;09.10.2025;rejected
O006496;L0013618;V019;D004;07.05.2026;4500000;0,0;4500000;E;21.05.2026;rejected
O006497;L0013619;V010;D002;07.07.2025;4600000;7,47;4256000;H;21.07.2025;rejected
O006498;L0013620;V034;D003;08.06.2026;6100000;6,76;5687000;H;22.06.2026;rejected
O006499;L0013623;V025;D004;25.09.2025;3050000;3,07;2956000;H;09.10.2025;rejected
O006500;L0013625;V009;D006;31.05.2025;4900000;8,08;4504000;E;14.06.2025;rejected
O006501;L0013626;V011;D002;03.02.2025;6400000;1,63;6295000;E;17.02.2025;rejected
O006502;L0013628;V019;D002;18.08.2025;4500000;6,53;4206000;H;01.09.2025;rejected
O006503;L0013632;V024;D005;17.11.2025;2650000;0,0;2650000;H;01.12.2025;accepted
O006504;L0013633;V027;D004;26.05.2025;3700000;4,41;3536000;H;09.06.2025;rejected
O006505;L0013634;V029;D013;26.05.2026;3300000;3,41;3187000;H;09.06.2026;rejected
O006506;L0013635;V011;D003;07.03.2025;6400000;6,44;;H;21.03.2025;rejected
O006507;L0013638;V004;D003;22.11.2025;5100000;7,94;4695000;E;06.12.2025;rejected
O006508;L0013639;V010;D003;25.09.2025;4600000;1,31;4539000;H;09.10.2025;rejected
O006509;L0013641;V026;D004;22.04.2026;2900000;3,96;2785000;H;06.05.2026;accepted
O006510;L0013643;V027;D003;13.08.2026;3700000;0,4;3685000;H;27.08.2026;rejected
O006511;L0013645;V003;D013;03.04.2026;4650000;6,48;4348000;H;17.04.2026;rejected
O006512;L0013648;V008;D002;24.11.2025;4200000;5,67;3962000;H;08.12.2025;accepted
O006513;L0013649;V011;D007;04.07.2026;6400000;6,18;6004000;H;18.07.2026;accepted
O006514;L0013652;V008;D003;11.11.2024;4200000;3,01;4073000;H;25.11.2024;accepted
O006515;L0013654;V025;D001;14.11.2025;3050000;1,48;3004000;H;28.11.2025;rejected
O006516;L0013655;V034;D009;01.03.2025;6100000;6,36;5712000;H;15.03.2025;accepted
O006517;L0013656;V024;D006;26.08.2026;2650000;5,56;2502000;E;09.09.2026;accepted
O006518;L0013659;V005;D008;30.06.2025;6900000;4,58;6583000;H;14.07.2025;accepted
O006519;L0013660;V033;D003;04.06.2025;5400000;6,59;5044000;H;18.06.2025;rejected
O006520;L0013661;V003;D006;01.07.2026;4650000;0,42;4630000;E;15.07.2026;rejected
O006521;L0013662;V008;D003;16.11.2024;4200000;5,31;3976000;H;30.11.2024;rejected
O006522;L0013664;V019;D010;04.12.2024;4500000;0,0;4500000;E;18.12.2024;rejected
O006523;L0013667;V028;D003;06.06.2025;4000000;3,29;3868000;E;20.06.2025;rejected
O006524;L0013670;V005;D010;29.08.2026;6900000;8,0;6347000;H;12.09.2026;expired
O006525;L0013671;V010;D007;28.10.2025;4600000;9,52;4161000;E;11.11.2025;accepted
O006526;L0013676;V024;D002;23.12.2024;2650000;2,25;2590000;H;06.01.2025;accepted
O006527;L0013678;V007;D012;21.03.2026;14500000;150,0;13497000;H;04.04.2026;rejected
O006528;L0013681;V014;D009;06.06.2025;12300000;5,13;11668000;E;20.06.2025;accepted
O006529;L0013682;V006;D002;12.03.2026;7800000;8,45;7140000;E;26.03.2026;rejected
O006530;L0013685;V038;D001;08.01.2025;22000000;4,77;20951000;H;22.01.2025;accepted
O006531;L0013686;V019;D013;24.09.2025;4500000;2,74;4376000;E;08.10.2025;rejected
O006532;L0013688;V017;D002;26.05.2025;4100000;3,64;3950000;H;09.06.2025;rejected
O006533;L0013689;V018;D007;22.07.2026;4700000;0,0;4700000;H;05.08.2026;rejected
O006534;L0013692;V026;D002;12.06.2026;2900000;5,55;2738000;H;26.06.2026;accepted
O006535;L0013696;V031;D002;21.02.2025;10800000;2,99;10476000;H;07.03.2025;rejected
O006536;L0013697;V014;D010;21.03.2025;12300000;7,15;11420000;H;04.04.2025;rejected
O006537;L0013699;V012;D007;12.01.2026;7100000;3,7;6837000;H;26.01.2026;accepted
O006538;L0013701;V011;D001;30.04.2026;6400000;7,17;5941000;E;14.05.2026;rejected
O006539;L0013702;V010;D001;23.02.2026;4600000;5,93;4327000;E;09.03.2026;rejected
O006540;L0013703;V026;D011;17.11.2025;2900000;3,85;;E;01.12.2025;rejected
O006541;L0013704;V011;D004;28.10.2024;6400000;2,03;6270000;E;11.11.2024;rejected
O006542;L0013705;V019;D003;12.12.2024;4500000;5,09;4271000;H;26.12.2024;rejected
O006543;L0013706;V026;D001;03.04.2025;2900000;6,5;2711000;E;17.04.2025;rejected
O006544;L0013708;V007;D003;23.04.2026;14500000;4,12;13901000;H;07.05.2026;rejected
O006545;L0013712;V028;D004;11.03.2025;4000000;1,85;3925000;E;25.03.2025;accepted
O006546;L0013713;V037;D003;10.03.2025;17500000;5,7;16503000;H;24.03.2025;rejected
O006547;L0013714;V008;D004;29.08.2026;4200000;3,42;4056000;H;12.09.2026;open
O006548;L0013716;V014;D001;06.10.2025;12300000;3,63;11854000;E;20.10.2025;rejected
O006549;L0013720;V018;D007;28.10.2024;4700000;6,58;4390000;H;11.11.2024;rejected
O006550;L0013726;V008;D007;16.02.2026;4200000;2,0;4115000;E;02.03.2026;rejected
O006551;L0013727;V016;D001;07.08.2026;5300000;4,99;5035000;E;21.08.2026;open
O006552;L0013731;V002;D002;15.09.2025;3900000;0,7;3872000;H;29.09.2025;rejected
O006553;L0013733;V004;D013;22.02.2025;5100000;5,08;4840000;E;08.03.2025;accepted
O006554;L0013736;V027;D002;02.03.2026;3700000;3,62;3566000;E;16.03.2026;accepted
O006555;L0013737;V014;D005;22.06.2026;12300000;4,88;11699000;E;06.07.2026;rejected
O006556;L0013738;V001;D005;30.06.2025;3450000;4,7;3287000;E;14.07.2025;rejected
O006557;L0013740;V018;D001;21.07.2025;4700000;5,98;4418000;H;04.08.2025;rejected
O006558;L0013741;V017;D001;03.02.2025;4100000;5,34;3881000;H;17.02.2025;accepted
O006559;L0013742;V018;D014;03.03.2025;4700000;6,53;4392000;H;17.03.2025;accepted
O006560;L0013749;V013;D010;28.07.2025;11200000;4,17;10733000;H;11.08.2025;accepted
O006561;L0013750;V001;D004;06.12.2025;3450000;2,83;3352000;H;20.12.2025;accepted
O006562;L0013751;V011;D001;26.06.2026;6400000;3,48;6177000;H;10.07.2026;rejected
O006563;L0013753;V008;D002;09.03.2026;4200000;3,18;4066000;E;23.03.2026;accepted
O006564;L0013756;V005;D001;27.05.2025;6900000;1,15;6820000;H;10.06.2025;rejected
O006565;L0013757;V026;D003;16.12.2025;2900000;1,75;2849000;H;30.12.2025;accepted
O006566;L0013759;V002;D003;10.07.2025;3900000;3,33;3770000;H;24.07.2025;rejected
O006567;L0013760;V008;D002;20.06.2026;4200000;4,99;3990000;H;04.07.2026;accepted
O006568;L0013762;V001;D006;27.07.2026;3450000;4,96;3278000;H;10.08.2026;accepted
O006569;L0013763;V011;D014;30.07.2025;6400000;3,64;6167000;E;13.08.2025;accepted
O006570;L0013766;V017;D008;17.11.2025;4100000;2,16;4011000;E;01.12.2025;rejected
O006571;L0013768;V026;D008;09.02.2026;2900000;5,95;2727000;E;23.02.2026;accepted
O006572;L0013773;V028;D004;22.12.2025;4000000;6,06;3757000;E;05.01.2026;accepted
O006573;L0013784;V028;D002;19.08.2025;4000000;1,35;3945000;H;02.09.2025;rejected
O006574;L0013785;V006;D002;22.12.2025;7800000;7,71;7198000;E;05.01.2026;rejected
O006575;L0013788;V033;D010;31.05.2025;5400000;9,07;4910000;E;14.06.2025;accepted
O006576;L0013789;V017;D003;05.09.2025;4100000;3,35;3962000;H;19.09.2025;accepted
O006577;L0013791;V021;D005;28.01.2026;7400000;2,61;7206000;E;11.02.2026;rejected
O006578;L0013792;V017;D002;18.08.2026;4100000;2,61;3993000;E;01.09.2026;expired
O006579;L0013797;V002;D004;16.12.2025;3900000;3,4;3767000;H;30.12.2025;accepted
O006580;L0013799;V031;D001;06.11.2025;10800000;5,78;10175000;E;20.11.2025;rejected
O006581;L0013801;V009;D012;23.06.2026;4900000;4,61;4674000;H;07.07.2026;rejected
O006582;L0013804;V030;D004;10.04.2025;11900000;3,76;11451000;H;24.04.2025;accepted
O006583;L0013808;V017;D007;13.07.2026;4100000;3,1;3972000;E;27.07.2026;rejected
O006584;L0013810;V018;D001;04.09.2025;4700000;3,09;4554000;E;18.09.2025;rejected
O006585;L0013815;V009;D001;04.03.2026;4900000;8,87;4465000;H;18.03.2026;accepted
O006586;L0013816;V016;D006;22.08.2026;5300000;4,83;5043000;H;05.09.2026;open
O006587;L0013819;V021;D002;30.12.2024;7400000;3,6;7133000;E;13.01.2025;rejected
O006588;L0013820;V008;D004;03.03.2026;4200000;3,31;4060000;E;17.03.2026;rejected
O006589;L0013821;V010;D009;07.04.2025;4600000;2,6;4480000;H;21.04.2025;rejected
O006590;L0013822;V001;D007;20.05.2025;3450000;5,01;3277000;H;03.06.2025;rejected
O006591;L0013825;V034;D014;31.07.2026;6100000;4,63;5817000;H;14.08.2026;rejected
O006592;L0013826;V021;D007;03.01.2026;7400000;0,0;7400000;H;17.01.2026;rejected
O006593;L0013827;V018;D002;06.12.2025;4700000;3,32;4544000;E;20.12.2025;accepted
O006594;L0013831;V017;D001;06.04.2026;4100000;0,33;4086000;H;20.04.2026;accepted
O006595;L0013832;V033;D010;13.04.2026;5400000;3,59;5206000;H;27.04.2026;accepted
O006596;L0013835;V006;D010;10.04.2026;7800000;1,99;7645000;H;24.04.2026;rejected
O006597;L0013836;V034;D008;29.06.2026;6100000;4,45;5828000;H;13.07.2026;rejected
O006598;L0013837;V016;D001;28.08.2026;5300000;4,99;5035000;E;11.09.2026;expired
O006599;L0013839;V034;D002;02.06.2025;6100000;4,2;5843000;H;16.06.2025;rejected
O006600;L0013840;V036;D001;08.05.2026;14200000;5,57;13409000;E;22.05.2026;accepted
O006601;L0013841;V013;D001;31.03.2025;11200000;4,79;10663000;H;14.04.2025;accepted
O006602;L0013843;V020;D002;23.01.2025;6600000;2,0;6468000;H;06.02.2025;rejected
O006603;L0013845;V014;D006;28.03.2026;12300000;6,07;11552000;H;11.04.2026;rejected
O006604;L0013849;V035;D003;15.05.2025;7900000;1,49;7782000;H;29.05.2025;accepted
O006605;L0013851;V037;D007;08.05.2026;17500000;4,03;16795000;H;22.05.2026;rejected
O006606;L0013852;V020;D001;15.07.2026;6600000;2,37;6443000;H;29.07.2026;accepted
O006607;L0013855;V024;D007;23.12.2025;2650000;4,12;2540000;E;06.01.2026;accepted
O006608;L0013856;V011;D006;20.04.2026;6400000;4,57;6107000;H;04.05.2026;accepted
O006609;L0013861;V017;D007;04.06.2025;4100000;99,0;4100000;E;18.06.2025;accepted
O006610;L0013863;V026;D001;11.04.2026;2900000;3,85;2788000;E;25.04.2026;accepted
O006611;L0013864;V008;D004;18.08.2026;4200000;0,0;4200000;H;01.09.2026;rejected
O006612;L0013868;V032;D008;27.07.2026;6200000;2,73;6030000;H;10.08.2026;rejected
O006613;L0013870;V024;D006;18.10.2025;2650000;3,31;2562000;E;01.11.2025;rejected
O006614;L0013872;V009;D001;31.03.2025;4900000;0,13;4893000;E;14.04.2025;rejected
O006615;L0013873;V004;D004;03.10.2025;5100000;8,99;4641000;E;17.10.2025;accepted
O006616;L0013874;V001;D008;21.10.2024;3450000;5,64;3255000;E;04.11.2024;rejected
O006617;L0013875;V010;D001;05.11.2025;4600000;4,0;4415000;H;19.11.2025;rejected
O006618;L0013876;V031;D005;09.10.2025;10800000;2,37;10544000;H;23.10.2025;accepted
O006619;L0013880;V014;D013;25.05.2026;12300000;0,42;12248000;E;08.06.2026;rejected
O006620;L0013883;V028;D010;23.07.2025;4000000;4,84;3806000;H;06.08.2025;accepted
O006621;L0013893;V006;D008;24.08.2026;7800000;0,03;7797000;H;07.09.2026;open
O006622;L0013894;V017;D009;03.06.2025;4100000;2,89;3981000;E;17.06.2025;rejected
O006623;L0013896;V025;D008;11.06.2026;3050000;5,99;2867000;H;25.06.2026;rejected
O006624;L0013898;V034;D002;08.03.2025;6100000;8,33;5591000;H;22.03.2025;rejected
O006625;L0013901;V024;D004;06.06.2026;2650000;0,0;2650000;H;20.06.2026;accepted
